Student_ID,Student_Age,Sex,High_School_Type,Scholarship,Additional_Work,Sports_activity,Transportation,Weekly_Study_Hours,Attendance,Reading,Notes,Listening_in_Class,Project_work,Grade
STUDENT867,23-27,Female,Private,50%,No,Yes,Private,0,Always,No,Yes,No,Yes,AA
STUDENT868,19-22,Male,State,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT869,19-22,Female,State,50%,Yes,Yes,Private,0,Always,No,Yes,No,Yes,CC
STUDENT870,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT871,19-22,Female,Private,100%,No,Yes,Private,2,Sometimes,Yes,Yes,No,Yes,DC
STUDENT872,23-27,Male,State,75%,Yes,Yes,Private,12,Never,No,No,Yes,Yes,BA
STUDENT873,19-22,Female,State,50%,Yes,Yes,Private,0,Never,No,No,Yes,Yes,BA
STUDENT874,19-22,Male,Private,50%,No,No,Bus,12,Always,Yes,No,Yes,Yes,AA
STUDENT875,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT876,19-22,Male,Other,50%,Yes,Yes,Private,12,Always,No,No,No,No,AA
STUDENT877,18,Male,State,75%,No,Yes,Private,0,Always,No,Yes,No,No,DD
STUDENT878,18,Female,State,50%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,BB
STUDENT879,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,DC
STUDENT880,19-22,Female,State,100%,Yes,Yes,Private,8,Always,Yes,Yes,Yes,Yes,BA
STUDENT881,18,Male,Private,75%,No,No,Private,12,Always,Yes,Yes,No,No,AA
STUDENT882,19-22,Male,State,50%,No,No,Bus,0,Always,No,Yes,No,No,BB
STUDENT883,19-22,Male,State,50%,No,Yes,Private,0,Never,No,Yes,No,Yes,AA
STUDENT884,19-22,Male,State,50%,No,Yes,Bus,0,Always,Yes,Yes,No,No,AA
STUDENT885,19-22,Female,State,75%,Yes,No,Private,0,Always,Yes,No,Yes,No,CC
STUDENT886,18,Female,Private,50%,No,No,Private,12,Sometimes,No,No,No,Yes,BA
STUDENT887,19-22,Male,State,75%,No,No,Private,0,Always,No,Yes,Yes,No,DC
STUDENT888,18,Male,Private,75%,No,No,Bus,12,Always,No,Yes,Yes,No,DD
STUDENT889,19-22,Male,State,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT890,18,Female,State,100%,No,No,Bus,0,Always,Yes,Yes,Yes,Yes,BB
STUDENT891,19-22,Male,State,50%,Yes,No,Bus,0,Always,Yes,Yes,Yes,No,BB
STUDENT892,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT893,19-22,Male,State,50%,No,No,Private,0,Always,Yes,No,No,No,DC
STUDENT894,18,Male,State,50%,No,No,Bus,8,Always,Yes,No,Yes,No,BB
STUDENT895,18,Male,State,75%,No,Yes,Private,0,Always,No,No,No,Yes,DD
STUDENT896,18,Female,State,75%,Yes,No,Bus,2,Sometimes,No,No,Yes,Yes,Fail
STUDENT897,19-22,Female,State,50%,Yes,Yes,Private,0,Always,No,Yes,No,Yes,CC
STUDENT898,18,Male,Private,75%,No,No,Bus,12,Always,No,Yes,Yes,No,DD
STUDENT899,19-22,Male,State,50%,No,No,Private,2,Never,No,Yes,No,Yes,BA
STUDENT900,18,Male,Private,75%,No,No,Bus,12,Always,No,Yes,Yes,No,DD
STUDENT901,19-22,Male,State,50%,No,Yes,Bus,0,Always,Yes,Yes,No,No,CC
STUDENT902,19-22,Male,State,50%,No,No,Private,0,Never,No,No,No,Yes,DD
STUDENT903,19-22,Male,Other,50%,Yes,Yes,Private,12,Always,No,No,No,No,AA
STUDENT904,18,Female,Private,100%,No,Yes,Private,0,Always,No,Yes,No,No,BB
STUDENT905,19-22,Female,State,75%,No,Yes,Private,0,Always,No,No,Yes,Yes,BA
STUDENT906,19-22,Male,Other,75%,Yes,No,Bus,12,Always,Yes,Yes,Yes,Yes,BA
STUDENT907,18,Female,Other,75%,No,No,Private,0,Always,No,Yes,Yes,No,DC
STUDENT908,18,Female,Private,75%,Yes,Yes,Bus,12,Sometimes,No,Yes,No,Yes,BB
STUDENT909,18,Male,State,75%,Yes,Yes,Private,0,Always,Yes,No,No,No,DD
STUDENT910,19-22,Male,State,100%,Yes,Yes,Bus,0,Always,No,Yes,Yes,No,DC
STUDENT911,19-22,Male,State,100%,Yes,Yes,Bus,0,Always,No,Yes,Yes,No,CC
STUDENT912,19-22,Female,State,50%,Yes,Yes,Bus,0,Sometimes,Yes,Yes,Yes,No,Fail
STUDENT913,18,Female,State,50%,Yes,Yes,Bus,0,Sometimes,No,No,Yes,No,Fail
STUDENT914,19-22,Male,State,50%,No,No,Bus,2,Sometimes,Yes,Yes,Yes,Yes,AA
STUDENT915,23-27,Male,State,50%,No,No,Bus,0,Never,No,No,No,No,BB
STUDENT916,19-22,Female,State,50%,No,No,Bus,0,Always,No,Yes,Yes,Yes,AA
STUDENT917,18,Male,Private,50%,No,No,Private,2,Always,Yes,No,Yes,Yes,AA
STUDENT918,18,Female,Private,50%,No,No,Private,12,Sometimes,No,No,No,Yes,BA
STUDENT919,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT920,18,Male,State,50%,No,No,Bus,8,Always,Yes,No,Yes,No,BB
STUDENT921,18,Male,State,75%,No,No,Private,0,Sometimes,No,Yes,Yes,Yes,DC
STUDENT922,19-22,Male,State,50%,No,No,Private,0,Always,Yes,No,No,No,DC
STUDENT923,18,Male,Private,50%,No,Yes,Bus,0,Sometimes,No,Yes,No,Yes,DD
STUDENT924,19-22,Male,State,50%,No,Yes,Private,0,Always,Yes,Yes,Yes,No,CC
STUDENT925,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT926,19-22,Male,State,50%,No,No,Private,0,Never,No,No,Yes,Yes,BB
STUDENT927,19-22,Male,State,50%,No,No,Private,12,Never,No,Yes,No,Yes,BB
STUDENT928,19-22,Female,State,100%,Yes,Yes,Private,8,Always,Yes,Yes,Yes,Yes,BA
STUDENT929,18,Female,Private,75%,No,No,Private,0,Always,Yes,No,No,No,AA
STUDENT930,19-22,Female,State,50%,Yes,No,Private,2,Always,Yes,Yes,Yes,No,AA
STUDENT931,18,Female,State,50%,Yes,Yes,Bus,0,Sometimes,No,No,Yes,No,Fail
STUDENT932,19-22,Male,State,50%,No,Yes,Private,0,Always,Yes,Yes,Yes,No,CC
STUDENT933,19-22,Female,State,100%,No,No,Private,0,Always,Yes,Yes,Yes,No,AA
STUDENT934,18,Male,Private,50%,No,No,Bus,2,Always,Yes,No,Yes,No,BA
STUDENT935,19-22,Male,State,50%,No,No,Private,0,Never,No,No,Yes,Yes,BB
STUDENT936,19-22,Male,State,50%,No,No,Private,2,Always,Yes,No,Yes,No,BA
STUDENT937,19-22,Male,State,50%,No,No,Private,0,Always,Yes,No,No,No,DC
STUDENT938,18,Male,State,75%,No,No,Private,0,Always,Yes,No,No,No,DD
STUDENT939,19-22,Male,State,50%,Yes,Yes,Bus,2,Sometimes,No,No,Yes,Yes,AA
STUDENT940,18,Female,State,50%,Yes,Yes,Private,0,Always,Yes,Yes,Yes,No,BB
STUDENT941,18,Female,State,75%,No,Yes,Private,0,Sometimes,No,Yes,Yes,Yes,AA
STUDENT942,19-22,Female,State,50%,No,Yes,Bus,0,Sometimes,No,No,Yes,Yes,DC
STUDENT943,18,Female,State,100%,No,Yes,Private,0,Always,Yes,No,No,No,AA
STUDENT944,18,Female,State,75%,No,No,Private,0,Never,No,No,No,Yes,AA
STUDENT945,18,Female,State,75%,Yes,Yes,Private,0,Always,No,Yes,Yes,No,DC
STUDENT946,19-22,Male,State,50%,No,No,Private,2,Always,Yes,No,Yes,No,BA
STUDENT947,19-22,Male,State,50%,No,Yes,Private,2,Always,Yes,No,No,Yes,DC
STUDENT948,23-27,Male,State,50%,No,No,Bus,0,Never,No,No,No,No,BB
STUDENT949,19-22,Male,State,50%,No,No,Private,0,Never,No,No,Yes,Yes,BB
STUDENT950,19-22,Female,Other,50%,No,No,Private,0,Never,No,Yes,No,Yes,AA
STUDENT951,18,Male,State,50%,No,Yes,Bus,0,Always,No,No,Yes,No,AA
STUDENT952,19-22,Female,State,50%,Yes,No,Bus,0,Sometimes,Yes,Yes,Yes,Yes,CB
STUDENT953,19-22,Male,Other,50%,No,No,Private,12,Always,Yes,Yes,No,Yes,DD
STUDENT954,18,Female,State,50%,No,No,Private,0,Sometimes,No,Yes,No,Yes,BB
STUDENT955,23-27,Female,Private,50%,No,Yes,Private,0,Always,No,Yes,No,Yes,AA
STUDENT956,18,Male,State,100%,No,No,Private,2,Always,Yes,Yes,Yes,No,CB
STUDENT957,19-22,Male,State,50%,No,No,Private,0,Never,No,No,Yes,Yes,BB
STUDENT958,18,Male,Private,75%,No,No,Bus,12,Always,No,Yes,Yes,No,DD
STUDENT959,18,Male,State,50%,No,Yes,Bus,0,Always,No,No,Yes,No,AA
STUDENT960,18,Male,State,75%,No,Yes,Bus,0,Always,Yes,Yes,Yes,Yes,DD
STUDENT961,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT962,19-22,Female,State,50%,Yes,Yes,Private,0,Always,No,Yes,No,Yes,CC
STUDENT963,18,Male,State,100%,No,Yes,Private,0,Always,Yes,No,Yes,Yes,BA
STUDENT964,18,Male,Other,50%,No,Yes,Private,2,Always,No,Yes,Yes,No,CC
STUDENT965,23-27,Male,State,50%,Yes,No,Private,0,Always,No,Yes,No,No,BB
STUDENT966,23-27,Male,State,50%,No,No,Bus,0,Never,No,No,No,No,BB
STUDENT967,18,Male,State,50%,No,Yes,Bus,0,Always,No,No,Yes,No,AA
STUDENT968,19-22,Male,Other,75%,No,No,Private,0,Never,No,No,Yes,Yes,CC
STUDENT969,19-22,Female,State,75%,Yes,Yes,Bus,12,Sometimes,No,Yes,No,Yes,CB
STUDENT970,18,Female,State,75%,No,No,Private,12,Always,Yes,No,No,No,BA
STUDENT971,19-22,Male,State,50%,No,No,Private,0,Always,Yes,No,No,Yes,BA
STUDENT972,19-22,Male,Other,50%,Yes,No,Private,0,Always,Yes,Yes,No,No,AA
STUDENT973,18,Male,Private,25%,No,No,Bus,2,Sometimes,No,No,No,Yes,DD
STUDENT974,19-22,Female,State,100%,Yes,Yes,Private,8,Always,Yes,Yes,Yes,Yes,BA
STUDENT975,19-22,Female,Other,50%,Yes,No,Private,0,Sometimes,No,Yes,Yes,Yes,BA
STUDENT976,19-22,Female,Other,50%,No,No,Private,0,Never,No,Yes,No,Yes,AA
STUDENT977,19-22,Male,State,50%,No,No,Private,0,Never,No,No,Yes,Yes,BB
STUDENT978,18,Female,Private,100%,No,Yes,Private,0,Sometimes,No,Yes,Yes,Yes,CB
STUDENT979,18,Female,State,75%,No,Yes,Bus,0,Never,No,No,No,Yes,Fail
STUDENT980,18,Female,State,50%,Yes,Yes,Bus,2,Sometimes,No,Yes,Yes,Yes,BA
STUDENT981,19-22,Male,State,50%,No,No,Private,12,Never,No,Yes,No,Yes,BB
STUDENT982,18,Male,State,50%,No,No,Bus,0,Always,No,No,Yes,Yes,DD
STUDENT983,18,Female,State,50%,Yes,Yes,Private,0,Always,Yes,Yes,No,No,AA
STUDENT984,23-27,Male,State,50%,Yes,No,Private,0,Always,No,Yes,No,No,BB
STUDENT985,19-22,Female,State,50%,No,No,Bus,12,Never,No,Yes,No,No,Fail
STUDENT986,18,Male,Private,50%,No,Yes,Bus,0,Sometimes,No,Yes,No,Yes,DD
STUDENT987,19-22,Female,Other,50%,No,No,Private,12,Always,Yes,No,No,No,AA
STUDENT988,19-22,Male,State,75%,No,No,Private,0,Never,No,No,Yes,Yes,CC
STUDENT989,19-22,Male,State,50%,No,No,Private,12,Never,No,Yes,No,Yes,BB
STUDENT990,23-27,Male,State,50%,Yes,No,Private,0,Always,No,Yes,No,No,BB
STUDENT991,18,Female,State,75%,No,Yes,Private,0,Sometimes,No,Yes,Yes,Yes,AA
STUDENT992,18,Male,State,50%,No,No,Private,0,Always,Yes,No,No,No,DD
STUDENT993,18,Female,State,50%,Yes,Yes,Bus,2,Sometimes,No,Yes,Yes,Yes,BA
STUDENT994,19-22,Male,Other,100%,No,No,Private,0,Always,Yes,No,No,Yes,BB
STUDENT995,19-22,Male,State,50%,No,Yes,Private,0,Always,Yes,Yes,Yes,No,CC
STUDENT996,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,CC
STUDENT997,18,Female,Other,75%,No,No,Private,0,Always,No,Yes,Yes,No,DC
STUDENT998,19-22,Female,State,50%,No,Yes,Private,2,Always,Yes,Yes,Yes,No,CC
STUDENT999,19-22,Male,State,50%,No,No,Bus,0,Always,Yes,No,No,No,CC
STUDENT1000,19-22,Male,State,50%,No,No,Bus,2,Sometimes,Yes,Yes,Yes,Yes,AA
